Patient ID,Visit#.x,Organism,Organism Group,Ampicillin,Ampicillin_RSI,Breed,Sex (0 = female; 1 = male),Neuter status (0 = castrated; 1 = not castrated),Age,Weight (kg),Color (0 = yellow/dark yellow/amber; 1 = straw; 2 = red/pink; 3 = brown/light & dark brown; 4 = other),Clarity (0 = clear; 1 = opaque/cloudy; 2 = SLhazy; 3 = hazy),USG,PH,Protein,Glucose,Ketones,Creatinine,Bilirubin...19,Hemoprotein,Sediment Vol,Volume,Lipid Layer,WBC (simplified),Pyuria (1 if >/=4),RBC (simplified),Crystals (0 = none 1 = rare; 2 = few; 3 = mod; 4 = many),Unknown,Amorphous,Phosphate,CaOx,Oxalate,Triple Phos,Ca Phos,Bilirubin...35,Struvite,Ca Carbonate,Ammonium biurate,Ammonium Urate,Tyrosine,Uric acid,Cholesterol,Cystine,Starch,Na urate,Urate,Biurate,Hemoglobin,Talcom,Epithelial Cells-Transitional,Epithelial Cells-Squamous,Epithelial Cells-Renal,Epithelial Cells-Caudate,Casts-Hyaline,Casts-Granular,Casts-Waxy,Casts-Cellular,Bacteria quantity,Bac Type,Lipid Droplets,Sperm,Growth (0 = growth),1st Organism Grown,Amount (organism/mL)...64,2nd Organism Grown,Amount (organism/mL)...66,3rd Organism Grown,Underlying conditions (no = 0; yes = 1),Number of vet visits,Hospitalization (no = 0; yes = 1),Duration of hospitalization (days),Antimicrobial therapy (no = 0; yes = 1),Duration of therapy (days)
451407,4977DD,E. coli non-hemolytic,E. Coli,4,S,K9-CV KC SPAN,0,1,7,10,0,3,1.013,8,0,0,0,0,0,10,1,5,0,50,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,2,0,0,E. Coli,1 x 10^5,,,,0,0,0,0,0,0
451429,7992CQ,E. coli hemolytic,E. Coli,4,S,K9-BRIT,0,0,10.3,17.2,0,1,1.025,8,0,0,0,0,0,0,0,5,1,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,Hemolytic E. Coli,>1 x 10^5,,,,0,0,0,0,0,0
451546,8088DA,Klebsiella species,Klebsiella,>8,,K9-DOBIE,1,0,11.2,36.8,0,2,1.015,8,75,0,0,0,0,10,0,5,1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,Klebsiella sp,1 x 10^5,,,,1,0,0,0,0,0
451685,4618DI,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-IR TER,0,0,8.8,12,0,2,1.013,7,100,0,0,0,0,10,0,5,0,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,1,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,1,0,0,0,1,5
451810,9325CS,Staphylococcus aur. ss aureus,Staphylococcus,<=0.25,,K9-HUSKY,1,0,7.9,36,0,2,1.02,6,150,100,0,0,0,150,0,5,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,0,0,Staphylococcus Aureus,1 x 10^5,,,,1,1,1,9,1,5
452153,6790DA,Enterococcus faecalis,Enterococci,1,,K9-MIN POOD,0,0,0,7.4,4,1,1.016,7,500,0,0,0,0,250,0,2.5,1,50,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,E. Coli,>1 x 10^5,Enterococcus Faecalis,1 x 10^5,Staphylococcus Pseudintermedius,1,0,0,0,0,0
452396,9108CK,Klebsiella pneumoniae,Klebsiella,>16,,K9-LAB,0,0,11.1,35.5,0,3,1.016,6,150,0,0,0,0,50,0,2.5,1,50,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Klebsiella Pneumoniae,1 x 10^5,,,,1,0,1,2,0,0
452783,454285M,E. coli non-hemolytic,E. Coli,2,S,K9-CHI,1,0,9.2,3,0,2,1.01,5,75,0,0,0,0,250,0,4,0,10,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,E. Coli,1 x 10^5,,,,1,0,0,0,0,0
453052,5327CP,Streptococcus canis,Streptococcus,,,K9-X,1,0,4.3,39.6,0,2,1.015,7,0,0,0,0,0,0,0,5,0,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Streptococcus Canis,1 x 10^5,,,,1,2,0,0,0,0
453098,7095DI,E. coli hemolytic,E. Coli,2,S,K9-C B RET,0,0,7.1,38.9,0,1,1.027,7,100,0,0,0,0,50,0,3.5,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,0,1,3,0,0
453108,6237CR,E. coli hemolytic,E. Coli,4,S,K9-SAMOYED,0,0,10.1,35.5,1,3,1.016,7,75,0,0,0,0,50,0.1,5,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,>1 x 10^5,,,,0,1,1,1,0,0
453178,78436EM,E. coli hemolytic,E. Coli,8,S,K9-LAB,1,1,14.6,35.9,0,3,1.016,7,25,0,0,0,0,250,0,5,0,100,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,0,Hemolytic E. Coli,1 x 10^5,,,,1,0,1,1,0,0
453773,4794CP,E. coli non-hemolytic,E. Coli,>1,Invalid,K9-WH W TER,0,1,15.7,6,0,1,1.02,6,75,0,0,0,3,250,0.1,5,0,100,1,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,E. Coli,>1 x 10^5,,,,0,0,0,0,0,0
453966,2129CQ,Staph intermedius group,Staphylococcus,<=0.25,,K9-NEWFNDLN,1,0,7.3,90,0,2,1.027,8,25,0,0,0,0,250,0,4,1,50,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,2,0,Staphylococcus Intermedius group,1 x 10^5,,,,1,1,1,2,0,0
454701,5394CR,E. coli,E. Coli,4,S,K9-X,1,0,3.6,30.8,0,3,1.026,7,25,0,0,0,0,250,0,2,1,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,E. Coli,1 x 10^5,,,,0,1,0,0,0,0
454710,3014CQ,Enterococcus faecalis,Enterococci,1,,K9-I WOLFHN,0,0,7.3,72,0,2,1.037,8,25,0,0,0,0,0,0,5,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,Enterococcus Faecalis,>1 x 10^5,,,,0,0,0,0,0,0
454742,464DE,E. coli hemolytic,E. Coli,2,S,K9-PORTUGUESE WATER SPANIEL,0,1,2.6,19.7,0,1,1.029,7,25,0,0,0,3,10,0,4,1,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,0,0,0,0,0
454892,514DD,Enterococcus faecalis,Enterococci,1,,K9-ROTT,0,0,5.9,39.8,0,2,1.042,8,0,0,0,0,0,250,0,5,1,20,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,2,0,0,Enterococcus Faecalis,1 x 10^5,,,,1,0,0,0,0,0
455222,6847DH,E. coli hemolytic,E. Coli,>8,R,K9-P W CORG,0,0,10,9.9,0,1,1.04,6,30,0,5,0,1,25,0,5,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,3,0,0,Hemolytic E. Coli,1 x 10^4,,,,0,1,0,0,0,0
455377,552CR,Proteus mirabilis,Proteus,2,,K9-GSHP,0,0,2.7,18.8,0,1,1.024,8,0,0,0,0,0,0,0.1,4,1,10,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Proteus Mirabilis,1 x 10^5,,,,1,0,0,0,0,0
455395,2242CZ,E. coli hemolytic,E. Coli,1,S,K9-FR BULL,0,0,7.6,10.4,0,3,1.023,6,0,0,0,0,0,10,0,1,0,20,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,Hemolytic E. Coli,1 x 10^4,,,,1,1,0,0,1,15
455462,1744CL,E. coli hemolytic,E. Coli,2,S,K9-LAB,0,0,11.3,42,0,1,1.023,8,25,0,0,0,0,10,0,5,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,2,0,0,0,0
455464,7165DK,E. coli non-hemolytic,E. Coli,4,S,K9-X,1,0,2.6,47,0,3,1.039,7,100,0,5,0,0,25,0,5,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,E. Coli,>1 x 10^5,,,,1,0,1,3,0,0
456201,9350CT,Proteus mirabilis,Proteus,1,,K9-LAB,0,0,13.9,40.6,0,1,1.035,8,75,0,0,0,0,250,0,5,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3,0,0,Proteus Mirabilis,1 x 10^4,,,,0,1,0,0,0,0
456233,163DL,E. coli non-hemolytic,E. Coli,>8,R,K9-X,0,0,12.8,7.8,0,2,1.018,5,0,0,0,0,0,10,0,4,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,1,0,0,E. Coli,1 x 10^5,E. Coli (2nd type),1 x 10^5,E. Coli (3rd type),1,0,1,1,0,0
456282,7944CS,Proteus mirabilis,Proteus,1,,K9-PUG,0,0,10.1,8.4,0,3,1.013,8,0,0,0,0,0,10,0,3.5,1,50,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,Proteus Mirabilis,1 x 10^4,,,,1,0,0,0,0,0
456685,73795EM,E. coli hemolytic,E. Coli,2,S,K9-MIN PIN,0,0,14.4,3.7,0,2,1.022,7,25,0,0,0,0,250,0,2,0,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,3,0,0,1,14
456887,2655DL,E. coli non-hemolytic,E. Coli,2,S,K9-X,0,0,8,35.1,0,1,1.012,7,15,0,0,0,0,250,0,1.8,0,10,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,E. Coli,1 x 10^4,,,,0,0,0,0,0,0
457334,708DK,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-ROTT,1,0,4.6,44,0,3,1.026,6,100,0,0,0,0,150,0,4.5,1,10,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,0,2,1,6,0,0
457446,5436DH,E. coli hemolytic,E. Coli,2,S,K9-LAB,1,0,0.7,33.4,0,3,1.009,5,100,0,0,0,0,250,0,3,0,20,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,3,0,0,0,0
457543,3456DF,Proteus mirabilis,Proteus,2,,K9-BASSET,0,0,13.4,28,0,3,1.047,7,75,0,0,0,0,250,0,5,1,100,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,Enterococcus Faecalis,1 x 10^5,Proteus Mirabilis,1 x 10^3,,0,1,0,0,0,0
457607,3318CS,E. coli non-hemolytic,E. Coli,8,S,K9-ROTT,1,1,6.3,52.7,0,3,1.008,7,150,0,0,0,0,250,0,4.5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,E. Coli,>1 x 10^5,,,,0,1,0,0,1,7
458026,9DC,E. coli non-hemolytic,E. Coli,4,S,K9-AUS SHEP,1,0,9.3,15.5,0,1,1.042,6,75,1000,5,0,1,250,0,4,1,100,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,1,0,0,0,0,0
458672,6826DC,E. coli non-hemolytic,E. Coli,4,S,K9-X,0,1,0.3,8.3,0,2,1.043,7,25,0,0,0,0,250,0,5,0,50,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,E. Coli,1 x 10^5,,,,0,1,0,0,1,10
458822,7892DC,E. coli hemolytic,E. Coli,2,S,K9-GER SHEP,1,1,10.9,38,0,1,1.043,6,500,0,0,0,3,250,0,1.8,0,100,1,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,1,1,0,Hemolytic E. Coli,1 x 10^4,,,,0,4,0,0,1,7
458886,4945DC,Mycoplasma Sp.,Mycoplasma,,,K9-X,1,0,9.6,8.3,0,1,1.014,8,75,0,0,0,0,250,0,4.5,0,50,1,100,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Mycoplasma,1 x 10^4,,,,1,2,1,3,0,0
458923,5438DC,Beta-hemolytic streptococcus,Streptococcus,,,K9-LAB,1,0,4.3,30.5,1,0,1.005,7,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,B-Hemolytic Streptococcus,1 x 10^2,,,,0,1,1,5,0,0
458926,5522DC,E. coli non-hemolytic,E. Coli,>32,R,K9-ENG BULL,1,0,0.6,16.6,0,1,1.023,8,25,0,0,0,0,50,0,5,0,100,1,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,E. Coli,>1 x 10^5,,,,1,3,1,2,1,31
459083,6294DC,Enterococcus faecalis,Enterococci,1,,K9-X,0,0,5.5,17.1,0,2,1.011,7,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,Enterococcus Faecalis,1 x 10^4,,,,1,1,1,30,1,1
459125,7637DC,E. coli non-hemolytic,E. Coli,4,S,K9-LAB,0,0,10.1,36.6,0,2,1.04,9,0,0,0,0,0,0,0,5,1,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,E. Coli,1.1 x 10^3,,,,0,0,0,0,0,0
459133,9998DE,E. coli hemolytic,E. Coli,4,S,K9-X/WH W TER,0,0,10.1,9.4,0,1,1.015,7,75,0,0,0,0,250,0,5,1,20,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,0,0,0,0,0
459135,8815DG,Proteus mirabilis,Proteus,2,,K9-BERNESE,0,0,10.2,30.5,0,3,1.02,7,100,0,0,0,0,250,0,4.5,1,100,1,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,Proteus Mirabilis,1 x 10^5,,,,1,3,0,0,1,17
459193,5903DH,Proteus mirabilis,Proteus,1,,K9-X,0,0,9.1,38.5,0,2,1.023,7,100,0,0,0,0,50,0,5,1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,Proteus Mirabilis,1 x 10^5,,,,1,0,0,0,1,90
459269,6710DC,E. coli hemolytic,E. Coli,2,S,K9-SHIH TZU,0,0,4.3,4.9,0,1,1.021,7,75,0,0,0,0,250,0,2,1,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,1,0,0,0,0
459289,847DK,Enterococcus faecalis,Enterococci,1,,K9-FR BULL,0,0,4,13.6,0,1,1.034,8,500,0,5,0,0,50,0.1,3,0,50,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,3,2,0,0,0,Proteus Mirabilis,1 x 10^5,Enterococcus Faecalis,1 x 10^5,,1,0,1,10,0,0
459411,6945DC,Proteus mirabilis,Proteus,2,,K9-B FRISE,0,0,10.2,7.4,3,1,1.017,8,150,0,0,0,0,250,0,2.5,1,100,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Proteus Mirabilis,1 x 10^5,,,,0,1,0,0,0,0
459457,3980DJ,E. coli hemolytic,E. Coli,2,S,K9-TIB TERR,0,1,14.6,7.4,0,3,1.013,6,30,0,0,0,0,250,0,5,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,1,1,6,1,7
459464,3409DF,Streptococcus canis,Streptococcus,,,K9-LAB,1,0,12.9,29.8,0,2,1.018,7,75,0,0,0,0,250,0,5,1,100,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,Streptococcus Canis,1 x 10^5,,,,1,2,0,0,1,22
459668,8241DC,Enterococcus faecalis,Enterococci,1,,K9-E PT,0,0,6,26.4,0,3,1.039,7,0,0,0,0,3,10,0,4,1,10,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,2,0,0,Enterococcus Faecalis,1 x 10^5,,,,1,1,0,0,1,42
459692,8122DC,E. coli non-hemolytic,E. Coli,8,S,K9-PAPILLON,0,0,13,3.4,0,1,1.015,7,25,0,0,0,0,50,0,3.5,1,100,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,1,2,1,3,0,0
459703,4447DF,E. coli hemolytic,E. Coli,1,S,K9-CHI,1,0,6.6,3.9,0,3,1.03,5,25,0,5,0,1,150,0,5,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,1,1,2,1,10
459705,8478DC,Providencia rettgeri,Providencia,0.5,,K9-DALM,0,0,12.1,25.1,0,1,1.03,7,75,0,0,0,0,50,0,4.5,1,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,2,0,0,Providencia Rettgeri,>1 x 10^5,,,,0,0,1,28,0,0
459790,8904DF,E. coli hemolytic,E. Coli,4,S,K9-AUS CTL,1,0,12.7,23.5,0,1,1.033,8,100,0,15,0,3,250,0,2,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,2,0,0,Hemolytic E. Coli,1 x 10^4,,,,0,0,0,0,0,0
459832,9038DC,Proteus mirabilis,Proteus,1,,K9-JAP CHIN,0,0,4.9,10.8,0,1,1.035,8,75,0,0,0,1,250,0.1,4.5,1,100,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,3,0,0,Proteus Mirabilis,>1 x 10^5,Staphylococcus Pseudintermedius,>1 x 10^5,,1,1,1,3,0,0
459837,4088DK,Proteus mirabilis,Proteus,2,,K9-LAB,0,0,6.3,39,0,3,1.038,5,100,0,5,0,0,250,0,5,1,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,0,0,Proteus Mirabilis,3 x 10^3,,,,0,1,1,2,0,0
459895,2979DD,E. coli hemolytic,E. Coli,>8,R,K9-YORK TER,1,0,8.2,5.2,0,1,1.026,6,150,0,0,0,0,250,0,3,1,100,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,0,0,0,0,0
459998,100DD,Proteus mirabilis,Proteus,1,,K9-SHIH TZU,0,0,12.1,7.4,0,3,1.022,5,0,0,0,0,0,50,0,5,1,20,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,1,2,2,0,0,Proteus Mirabilis,1 x 10^3,,,,1,0,0,0,0,0
460105,9759DC,E. coli hemolytic,E. Coli,4,S,K9-GER SHEP,1,1,6.1,43,0,1,1.028,6,75,0,0,0,6,250,0,5,0,50,1,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,2,0,Hemolytic E. Coli,1 x 10^3,,,,0,3,1,6,1,3
460106,9777DC,Proteus mirabilis,Proteus,1,,K9-CHI,0,0,8.1,2.6,0,2,1.046,6,75,0,0,0,1,10,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Proteus Mirabilis,1 x 10^2,,,,0,2,1,4,0,0
460142,934DD,Mycoplasma Sp.,Mycoplasma,,,K9-X,1,1,5.1,6.7,0,1,1.013,7,150,0,0,0,3,250,0,3,0,50,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,Mycoplasma,1 x 10^4,,,,1,1,1,5,1,2
460231,8482DB,E. coli non-hemolytic,E. Coli,>8,R,K9-GER SHEP,0,0,5.8,33.4,0,3,1.044,7,25,0,0,0,0,0,0,5,1,20,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,2,0,0,E. Coli,4.4 x 10^3,,,,0,0,1,4,0,0
460283,9005DB,Proteus mirabilis,Proteus,1,,K9-PUG,0,0,12.7,8.1,0,3,1.039,8,25,0,0,0,0,10,0,5,1,100,1,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,Proteus Mirabilis,1 x 10^4,,,,0,0,0,0,0,0
460425,3290DD,E. coli non-hemolytic,E. Coli,4,S,K9-X,0,0,7.2,49.2,0,1,1.02,7,25,0,0,0,0,10,0,5,1,100,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,1,0,1,3,0,0
460484,1580DD,Pseudomonas aeruginosa,Pseudomonas,>8,,K9-COCKER,0,1,3.2,8.4,2,1,1.026,7,500,0,0,0,0,250,0,4.5,0,100,1,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,1,0,0,Enterococcus sp,1 x 10^5,Pseudomonas Aeroginosa,1 x 10^5,,1,0,1,9,0,0
460499,1435DG,E. coli hemolytic,E. Coli,2,S,K9-RAT TERRIER,1,0,16.2,10.7,3,1,1.032,7,500,0,15,0,0,250,0.1,5,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,3,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,0,1,1,0,0
460560,2093DD,Proteus mirabilis,Proteus,1,,K9-GER SHEP,0,0,0.7,34,0,1,1.033,8,75,0,0,0,0,250,0,4,1,20,1,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,2,0,0,Proteus Mirabilis,1 x 10^5,,,,1,0,0,0,0,0
460647,2830DD,E. coli hemolytic,E. Coli,4,S,K9-GOLD RET,0,0,5.2,29.7,0,1,1.014,7,150,0,0,0,0,250,0,3,0,100,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,1,1,6,0,0
460780,5107DD,Enterococcus faecalis,Enterococci,1,,K9-FR BULL,1,1,5.3,15.1,0,3,1.014,7,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,Enterococcus Faecalis,1 x 10^5,,,,1,4,1,13,0,0
460782,5702DD,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-HUSKY,0,0,1.2,20.8,0,1,1.046,8,25,0,0,0,0,10,0,4,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,2,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,1,0,0,0,0,0
