Patient ID,Visit#,Date of Test,Organism,Organism Group,Ampicillin,Ampicillin_RSI,Amoxi/Clav,Amoxi/Clav_RSI,Oxacillin,Penicillin,Piper/Tazob,Cefazolin,Cefazolin_RSI,Cefovecin,Cefovecin_RSI,Cefpodoxime,Cefpodoxime_RSI,Ceftazadime,Cephalexin,Cephalothin,Amikacin,Amikacin_RSI,Gentamicin,Gentamicin_RSI,Chloramphenicol,Chloramphenicol_RSI,Doxycycline,Doxycycline_RSI,Minocycline,Minocycline_RSI,Tetracycline,Tetracycline_RSI,Enrofloxacin,Marbofloxacin,Orbifloxacin,Orbifloxacin_RSI,Pradofloxacin,Pradofloxacin_RSI,Trim/Sulfa,Trim/Sulfa_RSI,Clindamycin,Erythromycin,Nitrofurantoin,Nitrofurantoin_RSI,Vancomycin,Rifampin,Imipenem,Imipenem_RSI
445138,1975CE,41491,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
448383,2079CE,41492,E. coli hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
445024,66853EM,41493,Enterococcus faecalis,Enterococci,1,,<=4,,>4,4,,>16,,>8,,>16,,,,,>32,,>8,,8,,<=2,,,,,,1,2,,,,,<=0.5,,>4,1,,,,>2,<=1,
444905,2267CE,41493,Enterococcus faecalis,Enterococci,1,,<=4,,>4,2,,>16,,>8,,>16,,,,,>32,,8,,<=4,,8,,,,,,0.5,1,,,,,<=0.5,,>4,1,,,,<=1,<=1,
427450,66857EM,41493,Escherichia coli,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
447018,2580CE,41495,E. coli indole -,E. Coli,>16,R,8,S,>4,>8,,>16,S,>8,R,>16,R,,,,8,I,2,S,8,S,>8,I,,,,,>2,>2,,,,,>2,S,>4,>4,,,,>2,<=1,S
446637,2634CE,41496,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
382092,2653CE,41497,E. coli hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
448717,3061CE,41500,Enterococcus faecalis,Enterococci,2,,<=4,,>4,4,,>16,,>8,,>16,,,,,>32,,>8,,8,,>8,,,,,,1,2,,,,,<=0.5,,>4,>4,,,,>2,<=1,
446661,3068CE,41500,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,8,I,2,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
445056,3262CE,41501,Escherichia coli,E. Coli,<=0.25,S,8,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
430035,3297CE,41501,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=4,,<=0.25,1,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
333702,66927EM,41506,E. coli hemolytic,E. Coli,>16,R,32,R,>4,>8,,>16,S,>8,R,>16,R,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
430795,3835CE,41506,E. coli non-hemolytic,E. Coli,>16,R,32,R,>4,>8,,>16,S,>8,R,>16,R,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,>2,>2,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
383795,3841CE,41506,Micrococcus,Micrococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424283,5284CE,41520,Proteus mirabilis,Proteus,1,,<=4,,>4,4,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,8,,>8,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,>2,<=1,
443576,5303CE,41520,Proteus mirabilis,Proteus,2,,<=4,,>4,8,,<=4,,0.5,,<=2,,,,,<=4,,<=1,,8,,>8,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,2,<=1,
448912,5376CE,41520,Enterococcus faecalis,Enterococci,1,,<=4,,>4,4,,>16,,>8,,>16,,,,,>32,,8,,8,,<=2,,,,,,1,2,,,,,<=0.5,,>4,2,,,,>2,<=1,
446781,5474CE,41521,E. coli hemolytic,E. Coli,4,S,8,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
431477,5638CE,41522,E. coli hemolytic,E. Coli,>16,R,32,R,>4,>8,,>16,S,>8,R,>16,R,,,,<=4,S,>8,R,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,2,<=1,S
446732,5705CE,41522,E. coli hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
446813,6042CE,41526,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,4,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
449041,67073EM,41527,Bacillus,Bacillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410238,6097CE,41527,E. coli hemolytic,E. Coli,4,S,8,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,16,I,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
449045,6139CE,41527,Klebsiella pneumoniae,Klebsiella,>16,,<=4,,>4,>8,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,>2,<=1,
449031,6168CE,41527,Coagulase Negative Staph Group,Staphylococcus,<=0.25,,<=4,,<=0.25,<=0.06,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,<=1,<=1,
405780,6193CE,41527,Pseudomonas aeruginosa,Pseudomonas,>16,,>32,,>4,>8,,>16,,>8,,>16,,,,,<=4,,<=1,,8,,<=2,,,,,,<=0.25,<=0.25,,,,,1,,>4,>4,,,,>2,<=1,
448735,6215CE,41528,E. coli hemolytic,E. Coli,>16,R,32,R,>4,>8,,>16,S,>8,R,>16,R,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
448993,6424CE,41529,Coagulase Negative Staph Group,Staphylococcus,1,,<=4,,0.5,4,,<=4,,1,,<=2,,,,,<=4,,4,,<=4,,<=2,,,,,,>2,>2,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
449036,6433CE,41529,Enterococcus faecalis,Enterococci,1,,<=4,,>4,2,,16,,>8,,16,,,,,>32,,>8,,8,,8,,,,,,0.5,1,,,,,<=0.5,,>4,2,,,,<=1,<=1,
449411,6662CE,41532,Enterococcus faecalis,Enterococci,0.5,,<=4,,>4,2,,16,,>8,,>16,,,,,>32,,>8,,>16,,8,,,,,,1,2,,,,,<=0.5,,4,1,,,,<=1,<=1,
438987,6983CE,41534,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,>8,I,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
434888,7248CE,41536,E. coli non-hemolytic,E. Coli,8,S,8,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
449213,7277CE,41536,E. coli hemolytic,E. Coli,8,S,8,S,>4,>8,,<=4,S,2,S,<=2,S,,,,<=4,S,<=1,S,16,I,4,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
443656,67162EM,41540,Klebsiella pneumoniae,Klebsiella,>16,,<=4,,>4,>8,,<=4,,0.5,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,>2,<=1,
449311,67137EM,41541,Enterobacter cloacae,Enterobacteriaceae,4,,8,,>4,>8,,8,,1,,<=2,,,,,<=4,,<=1,,8,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,>2,<=1,
449476,7858CE,41542,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
449496,7960CE,41542,E. coli hemolytic,E. Coli,1,S,<=4,S,>4,>8,,<=4,S,<=0.25,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
433422,67168EM,41543,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
449665,8650CE,41548,Bacillus,Bacillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449785,8691CE,41548,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=4,,<=0.25,0.25,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
381185,8994CE,41550,Enterococcus faecalis,Enterococci,1,,<=4,,>4,4,,>16,,>8,,>16,,,,,>32,,>8,,8,,<=2,,,,,,1,2,,,,,>2,,>4,>4,,,,<=1,2,
449733,9015CE,41551,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=4,,<=0.25,<=0.06,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
446286,9207CE,41553,E. coli non-hemolytic,E. Coli,>16,R,16,R,>4,>8,,>16,S,>8,R,>16,R,,,,8,I,>8,R,8,S,>8,I,,,,,>2,>2,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
449417,9631CE,41556,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
449878,9763CE,41557,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=4,,<=0.25,0.5,,<=4,,0.5,,<=2,,,,,<=4,,<=1,,8,,8,,,,,,<=0.25,0.5,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
449702,9843CE,41557,E. coli non-hemolytic,E. Coli,>16,R,32,R,>4,>8,,<=4,S,1,S,<=2,S,,,,8,I,>8,R,16,I,>8,I,,,,,>2,>2,,,,,>2,S,>4,>4,,,,>2,<=1,S
451106,64CF,41561,Coagulase Negative Staph Group,Staphylococcus,>16,,32,,>4,>8,,>16,,>8,,>16,,,,,<=4,,>8,,<=4,,<=2,,,,,,>2,>2,,,,,>2,,<=0.5,>4,,,,<=1,-1,
451101,197CF,41561,Strep. bovis-equinus complex,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451120,560CF,41564,Enterococcus faecium,Enterococci,>16,,>32,,>4,>8,,>16,,>8,,>16,,,,,>32,,>8,,8,,<=2,,,,,,>2,>2,,,,,>2,,>4,>4,,,,2,>8,
451013,67290EM,41565,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=4,,<=0.25,0.5,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
450049,1373CF,41571,E. coli non-hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,16,I,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
451092,1761CF,41575,E. coli non-hemolytic,E. Coli,>16,R,32,R,>4,>8,,>16,S,>8,R,>16,R,,,,16,R,<=1,S,>16,I,>8,I,,,,,>2,>2,,,,,>2,S,>4,>4,,,,>2,<=1,S
428644,2132CF,41578,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
451342,2720CF,41583,Coagulase Negative Staph Group,Staphylococcus,<=0.25,,<=4,,1,0.25,,<=4,,4,,4,,,,,<=4,,<=1,,<=4,,<=2,,,,,,1,1,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
450060,2725CF,41583,E. coli non-hemolytic,E. Coli,>16,R,8,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,>2,S,>4,>4,,,,>2,<=1,S
451265,2840CF,41585,E. coli non-hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
451324,2760CF,41586,E. coli hemolytic,E. Coli,>16,R,32,R,>4,>8,,>16,S,>8,R,>16,R,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
451137,425596M,41586,Staph. pseudintermedius,Staphylococcus,0.5,,<=4,,<=0.25,4,,<=4,,<=0.25,,<=2,,,,,<=4,,4,,>16,,4,,,,,,<=0.25,<=0.25,,,,,>2,,>4,>4,,,,<=1,<=1,
378335,3314CF,41590,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,<=0.25,S,<=2,S,,,,<=4,S,2,S,16,I,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
450576,3553CF,41591,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=4,,<=0.25,<=0.06,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
450102,3646CF,41592,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,<=0.25,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,2,<=1,S
450566,3701CF,41592,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=4,,<=0.25,0.12,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
451322,3090CF,41596,Enterococcus faecium,Enterococci,>16,,>32,,>4,>8,,>16,,>8,,>16,,,,,16,,8,,<=4,,<=2,,,,,,>2,>2,,,,,>2,,<=0.5,>4,,,,>2,>8,
450767,3957CF,41596,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
450779,4209CF,41597,Proteus mirabilis,Proteus,1,,<=4,,>4,4,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,8,,>8,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,2,2,
440605,4527CF,41599,E. coli hemolytic,E. Coli,>16,R,16,R,>4,>8,,8,S,2,S,4,I,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
450985,4751CF,41602,Proteus mirabilis,Proteus,1,,<=4,,>4,4,,<=4,,<=0.25,,<=2,,,,,8,,2,,8,,>8,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,>2,<=1,
450156,4914CF,41603,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
441415,5248CF,41605,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
403375,67542EM,41610,Coagulase Negative Staph Group,Staphylococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451985,5463CF,41610,Streptococcus canis,Streptococcus,<=0.25,,<=4,,<=0.25,<=0.06,,<=4,,<=0.25,,<=2,,,,,>32,,8,,<=4,,>8,,,,,,0.5,1,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
450980,5729CF,41612,E. coli non-hemolytic,E. Coli,8,S,8,S,>4,>8,,<=4,S,2,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
450972,5782CF,41612,Streptococcus canis,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402071,5845CF,41612,Streptococcus canis,Streptococcus,<=0.25,,<=4,,<=0.25,<=0.06,,<=4,,<=0.25,,<=2,,,,,>32,,8,,<=4,,<=2,,,,,,0.5,1,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
451822,5892CF,41613,E. coli hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
450971,6213CF,41617,E. coli hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
447276,6530CF,41618,E. coli non-hemolytic,E. Coli,>16,R,8,S,>4,>8,,>16,S,>8,R,>16,R,,,,<=4,S,>8,R,>16,I,8,I,,,,,>2,>2,,,,,>2,S,>4,>4,,,,>2,<=1,S
450812,6681CF,41619,E. coli non-hemolytic,E. Coli,>16,R,<=4,S,>4,>8,,>16,S,>8,R,>16,R,,,,<=4,S,<=1,S,16,I,4,S,,,,,>2,>2,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
355780,6795CF,41620,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,8,I,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
451416,6928CF,41621,Enterococcus faecalis,Enterococci,1,,<=4,,>4,>8,,>16,,>8,,>16,,,,,>32,,>8,,>16,,>8,,,,,,>2,>2,,,,,<=0.5,,>4,>4,,,,<=1,>8,
450893,7290CF,41626,E. coli non-hemolytic,E. Coli,>16,R,>32,R,>4,>8,,>16,S,>8,R,>16,R,,,,<=4,S,<=1,S,8,S,>8,I,,,,,>2,>2,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
351674,7463CF,41626,Kleb. pneumoniae ss pneumoniae,Klebsiella,>16,,<=4,,>4,>8,,<=4,,0.5,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,>2,<=1,
450239,7675CF,41628,E. coli hemolytic,E. Coli,>16,R,32,R,>4,>8,,8,S,4,I,16,R,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
349568,7878CF,41631,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
391586,8012CF,41635,Proteus mirabilis,Proteus,0.5,,<=4,,,,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,16,,>8,,,,,,<=0.25,<=0.25,,,,,<=0.5,,,,,,,,<=1,
446873,8047CF,41635,E. coli hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
450050,8171CF,41638,Staph. Pseudintermedius,Staphylococcus,,,<=4,,<=0.25,,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,<=4,,8,,,,,,>2,>2,,,,,>2,,<=0.5,<=0.5,,,,<=1,<=1,
450247,8749CF,41645,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
450518,8779CF,41645,Enterococcus faecium,Enterococci,>16,,>32,,>4,>8,,>16,,>8,,>16,,,,,>32,,8,,8,,8,,,,,,>2,2,,,,,<=0.5,,>4,>4,,,,<=1,>8,
451569,9143CF,41647,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=4,,<=0.25,2,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,8,,4,,,,,,<=0.25,<=0.25,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
450807,9170CF,41647,Enterococcus durans,Enterococci,1,,<=4,,>4,4,,>16,,>8,,>16,,,,,32,,4,,<=4,,<=2,,,,,,1,2,,,,,<=0.5,,>4,<=0.5,,,,<=1,<=1,
452099,67792EM,41652,E. coli non-hemolytic,E. Coli,>16,R,>32,R,>4,>8,,>16,S,>8,R,>16,R,,,,<=4,S,<=1,S,16,I,>8,I,,,,,>2,>2,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
452414,9676CF,41652,Mycoplasma,Mycoplasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452352,196CG,41655,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,2,<=1,S
422737,398CG,41656,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
452339,67843EM,41658,E. coli hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
452501,557CG,41660,Staphylococcus aur. ss aureus,Staphylococcus,<=0.25,,<=4,,<=0.25,<=0.06,,<=4,,0.5,,<=2,,,,,<=4,,<=1,,8,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,<=0.5,1,,,,<=1,<=1,
452623,1009CG,41662,Serratia species,Serratia,>16,,>32,,>4,>8,,>16,,1,,<=2,,,,,<=4,,<=1,,8,,4,,,,,,>2,2,,,,,<=0.5,,>4,>4,,,,>2,<=1,
443323,1077CG,41663,E. coli non-hemolytic,E. Coli,4,S,8,S,>4,>8,,16,S,4,I,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
403239,1162CG,41664,E. coli non-hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,16,I,>8,I,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
450408,1273CG,41666,Corynebacterium species,Corynebacterium,0.5,,<=4,,>4,1,,<=4,,2,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,>2,>2,,,,,<=0.5,,>4,>4,,,,<=1,<=1,
452704,1396CG,41666,E. coli hemolytic,E. Coli,1,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
452797,1645CG,41668,E. coli non-hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
450941,1278CGRTH,41669,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,<=0.25,S,<=2,S,,,,<=4,S,<=1,S,16,I,4,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
452349,1740CG,41669,Streptococcus beta haemolytic,Streptococcus,<=0.25,,<=4,,<=0.25,<=0.06,,<=4,,<=0.25,,<=2,,,,,>32,,8,,<=4,,<=2,,,,,,1,1,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
428548,2222CG,41673,E. coli non-hemolytic,E. Coli,>16,R,32,R,>4,>8,,>16,S,>8,R,>16,R,,,,<=4,S,<=1,S,>16,I,4,S,,,,,>2,>2,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
391198,2244CG,41673,E. coli hemolytic,E. Coli,>16,R,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,>8,I,,,,,<=0.25,<=0.25,,,,,>2,S,>4,>4,,,,2,<=1,S
444230,2396CG,41674,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
