Patient ID,Visit#.x,Date of Test.x,Organism,Organism Group,Ampicillin,Ampicillin_RSI,Breed,Sex (0 = female; 1 = male),Neuter status (0 = castrated; 1 = not castrated),Age,Weight (kg),Color (0 = yellow/dark yellow/amber; 1 = straw; 2 = red/pink; 3 = brown/light & dark brown; 4 = other),Clarity (0 = clear; 1 = opaque/cloudy; 2 = SLhazy; 3 = hazy),USG,PH,Protein,Glucose,Ketones,Creatinine,Bilirubin...19,Hemoprotein,Sediment Vol,Volume,Lipid Layer,WBC (simplified),Pyuria (1 if >/=4),RBC (simplified),Crystals (0 = none 1 = rare; 2 = few; 3 = mod; 4 = many),Unknown,Amorphous,Phosphate,CaOx,Oxalate,Triple Phos,Ca Phos,Bilirubin...35,Struvite,Ca Carbonate,Ammonium biurate,Ammonium Urate,Tyrosine,Uric acid,Cholesterol,Cystine,Starch,Na urate,Urate,Biurate,Hemoglobin,Talcom,Epithelial Cells-Transitional,Epithelial Cells-Squamous,Epithelial Cells-Renal,Epithelial Cells-Caudate,Casts-Hyaline,Casts-Granular,Casts-Waxy,Casts-Cellular,Bacteria quantity,Bac Type,Lipid Droplets,Sperm,Growth (0 = growth),1st Organism Grown,Amount (organism/mL)...64,2nd Organism Grown,Amount (organism/mL)...66,3rd Organism Grown,Amount (organism/mL)...68,Underlying conditions (no = 0; yes = 1),Number of vet visits,Hospitalization (no = 0; yes = 1),Duration of hospitalization (days),U-cath placement (no = 0; yes = 1),Duration of U-cath placement (days),Antimicrobial therapy (no = 0; yes = 1),Duration of therapy (days),Antimicrobial class
440041,6152CY,43154,E. coli hemolytic,E. Coli,2,S,K9-ENG BULL,0,0,5.7,27,0,1,1.01,7,25,0,0,0,0,250,0,5,1,100,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,>1 x 10^5,,,,,0,1,0,0,0,0,1,7,Lincomycin
440053,7236CS,42667,E. coli non-hemolytic,E. Coli,4,S,K9-BRIT,0,0,8.9,18.2,1,2,1.007,7,0,0,0,0,0,0,0,5,0,20,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,E. Coli,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
440053,259CK,41975,E. coli non-hemolytic,E. Coli,2,S,K9-BRIT,0,0,8.9,18.2,1,2,1.007,7,0,0,0,0,0,0,0,5,0,20,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,E. Coli,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
440169,7392DE,43635,E. coli hemolytic,E. Coli,2,S,K9-LAB,1,0,10.8,34.8,2,1,1.04,7,500,0,0,0,3,250,0.2,0.2,0,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,Hemolytic E. Coli,>1 x 10^5,,,,,1,3,1,4,0,0,0,0,
441301,541DL,44182,E. coli hemolytic,E. Coli,8,S,K9-X,0,0,8.2,25.5,0,2,1.009,6,30,0,0,0,0,150,0,4.5,1,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,E. Coli,1 x 10^4,Hemolytic E. Coli,1 x 10^3,,,1,5,0,0,0,0,1,15,Nitroimidazole
441373,1836CP,42390,Proteus mirabilis,Proteus,1,,K9-P W CORG,1,0,4.9,14.2,3,1,1.036,8,500,0,0,0,0,250,0.1,4.5,1,100,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Proteus Mirabilis,1 x 10^5,,,,,0,1,0,0,0,0,0,0,
441412,6503DA,43317,Proteus mirabilis,Proteus,>8,,K9-LAB,0,0,4.9,47.2,0,3,1.022,5,150,1000,5,0,0,250,0,2,1,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,2,2,0,0,Proteus Mirabilis,1 x 10^4,,,,,0,0,1,3,0,0,0,0,
441452,3083CU,42807,Proteus mirabilis,Proteus,1,,K9-GOLD RET,0,0,7.9,47,0,3,1.023,8,75,1000,0,0,0,50,0,5,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,Proteus Mirabilis,>1 x 10^5,Enterococcus Faecalis,>1 x 10^5,,,1,4,1,9,0,0,0,0,
442429,9627CT,42779,Bacillus,Bacillus,,,K9-ROTT,1,1,2.2,54,0,2,1.006,6,150,0,0,0,0,10,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,Bacillus sp,1 x 10^2,,,,,1,0,0,0,0,0,0,0,
442901,6086CR,42572,E. coli non-hemolytic,E. Coli,2,S,K9-SHELTIE,0,0,9.8,9.3,0,2,1.009,6,75,0,0,0,0,10,0,5,0,50,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,2,0,0,E. Coli,>1 x 10^5,,,,,0,0,0,0,0,0,0,0,
442901,3819CJ,41920,E. coli hemolytic,E. Coli,4,S,K9-SHELTIE,0,0,9.8,9.3,0,2,1.009,6,75,0,0,0,0,10,0,5,0,50,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,2,0,0,E. Coli,>1 x 10^5,,,,,0,0,0,0,0,0,0,0,
444436,3577CR,42553,E. coli non-hemolytic,E. Coli,2,S,K9-PUG,1,0,9.3,12.5,0,1,1.008,5,150,0,0,0,0,250,0,5,0,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,E. Coli,1 x 10^5,,,,,1,0,1,1,0,0,0,0,
444761,5183CQ,42492,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-MIN SCHN,0,0,3.2,8.5,0,1,1.037,8,75,0,0,0,0,250,0,3,1,10,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Staphylococcus Pseudintermedius,1 x 10^5,Staphylococcus Pseudintermedius,1 x 10^4,,,0,0,0,0,0,0,0,0,
445341,2580CQ,42473,E. coli non-hemolytic,E. Coli,>8,R,K9-B COL,0,0,8.6,18.9,0,2,1.032,5,25,1000,0,0,0,50,0,5,1,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,,1,1,1,2,0,0,1,7,Lincomycin
445877,9057CP,42445,Enterococcus faecalis,Enterococci,1,,K9-X,0,0,4.5,10.1,3,1,1.026,8,150,0,0,0,0,250,0.1,4,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,4,1,0,0,Staphylococcus Intermedius group,1 x 10^5,Enterococcus Faecalis,1 x 10^5,,,0,0,0,0,0,0,0,0,
445889,1645CS,42619,E. coli hemolytic,E. Coli,4,S,K9-ST POOD,0,0,8.2,22.9,0,1,1.032,8,25,0,0,0,0,250,0,5,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
446248,8207CQ,42514,E. coli hemolytic,E. Coli,2,S,K9-X/LAB,0,0,6.4,23.3,0,1,1.044,7,25,50,0,0,1,10,0,5,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,,1,1,1,3,0,0,0,0,
446705,3825CQ,42481,E. coli non-hemolytic,E. Coli,2,S,K9-X,0,0,8.6,5.7,0,1,1.037,6,25,0,0,0,0,50,0,5,1,100,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,,0,0,0,0,0,0,0,0,
446718,2834CW,42958,E. coli hemolytic,E. Coli,8,S,K9-X/AUS CTL,0,0,7.7,14.9,0,3,1.024,7,0,0,0,0,0,10,0,5,1,50,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,,0,0,0,0,0,0,0,0,
447250,5789CP,42422,E. coli non-hemolytic,E. Coli,>8,R,K9-BOXER,1,0,5.3,31.5,0,1,1.021,8,0,0,0,0,0,0,0,5,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,E. Coli,>1 x 10^5,,,,,0,0,0,0,0,0,0,0,
447485,7805CY,43167,E. coli hemolytic,E. Coli,4,S,K9-GOLD RET,0,0,1.5,24.9,0,1,1.016,8,0,0,0,0,0,250,0,3.5,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,Hemolytic E. Coli,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
449514,4527CP,42411,Staph. pseudintermedius,Staphylococcus,0.25,,K9-B GRIFF,0,0,7.7,4,0,1,1.021,6,25,0,0,0,0,250,0,5,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,Staphylococcus Intermedius group,1 x 10^4,Staphylococcus Pseudintermedius,1 x 10^4,,,1,2,0,0,0,0,1,56,Penicillin & Fluoroquinolone
449627,4177CY,43139,E. coli non-hemolytic,E. Coli,>8,R,K9-MIN DACH,0,1,12.6,3.6,0,1,1.03,6,75,0,0,0,3,250,0.1,5,1,100,1,50,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,,1,2,1,4,0,0,0,0,
449799,7131CP,42431,E. coli non-hemolytic,E. Coli,4,S,K9-LAB,0,0,9.8,31,0,3,1.015,5,0,0,0,0,0,50,0,4,0,100,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,E. Coli,>1 x 10^5,,,,,0,1,0,0,0,0,0,0,
450024,2628CU,42802,Proteus mirabilis,Proteus,1,,K9-GER SHEP,0,0,6.2,33.8,2,1,1.038,8,150,0,0,0,0,250,0.2,5,1,100,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,Proteus Mirabilis,>1 x 10^5,Enterococcus Faecalis,>1 x 10^5,,,0,6,0,0,0,0,0,0,
450529,2478DH,43829,Proteus mirabilis,Proteus,1,,K9-CV KC SPAN,0,0,11.9,9.1,0,2,1.007,6,0,0,0,0,0,10,0,3.5,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Proteus Mirabilis,1 x 10^4,,,,,0,2,0,0,0,0,0,0,
450571,1720CZ,43199,Strep. bovis-eq cmplx,Streptococcus,<=0.25,,K9-DOBIE,0,1,5.1,31.3,0,1,1.027,7,0,0,0,0,0,10,0,5,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,0,0,Streptococcus Bovis-Equinus Complex,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
450615,8981CS,42681,Enterococcus faecalis,Enterococci,1,,K9-BOXER,1,0,11.3,29.5,0,2,1.025,6,75,0,0,0,0,0,0,4.5,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,Enterococcus Faecalis,1 x 10^5,,,,,1,4,1,1,0,0,1,10,Nitroimidazole
451033,2074CQ,42468,E. coli hemolytic,E. Coli,4,S,K9-MALTESE,0,0,10.4,4,0,1,1.04,8,500,0,0,0,0,250,0.1,3,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,,1,3,0,0,0,0,0,0,
451407,4977DD,43543,E. coli non-hemolytic,E. Coli,4,S,K9-CV KC SPAN,0,1,7,10,0,3,1.013,8,0,0,0,0,0,10,1,5,0,50,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,2,0,0,E. Coli,1 x 10^5,,,,,0,0,0,0,0,0,0,0,
451429,7992CQ,42513,E. coli hemolytic,E. Coli,4,S,K9-BRIT,0,0,10.3,17.2,0,1,1.025,8,0,0,0,0,0,0,0,5,1,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,Hemolytic E. Coli,>1 x 10^5,,,,,0,0,0,0,0,0,0,0,
451546,8088DA,43329,Klebsiella species,Klebsiella,>8,,K9-DOBIE,1,0,11.2,36.8,0,2,1.015,8,75,0,0,0,0,10,0,5,1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,Klebsiella sp,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
451685,4618DI,43951,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-IR TER,0,0,8.8,12,0,2,1.013,7,100,0,0,0,0,10,0,5,0,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,1,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,,1,0,0,0,0,0,1,5,Penicillin
451810,9325CS,42683,Staphylococcus aur. ss aureus,Staphylococcus,<=0.25,,K9-HUSKY,1,0,7.9,36,0,2,1.02,6,150,100,0,0,0,150,0,5,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,0,0,Staphylococcus Aureus,1 x 10^5,,,,,1,1,1,9,0,0,1,5,Nitroimidazole
452153,6790DA,43319,Enterococcus faecalis,Enterococci,1,,K9-MIN POOD,0,0,0,7.4,4,1,1.016,7,500,0,0,0,0,250,0,2.5,1,50,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,E. Coli,>1 x 10^5,Enterococcus Faecalis,1 x 10^5,Staphylococcus Pseudintermedius,1 x 10^3,1,0,0,0,0,0,0,0,
452396,9108CK,42053,Klebsiella pneumoniae,Klebsiella,>16,,K9-LAB,0,0,11.1,35.5,0,3,1.016,6,150,0,0,0,0,50,0,2.5,1,50,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Klebsiella Pneumoniae,1 x 10^5,,,,,1,0,1,2,0,0,0,0,
452783,454285M,42097,E. coli non-hemolytic,E. Coli,2,S,K9-CHI,1,0,9.2,3,0,2,1.01,5,75,0,0,0,0,250,0,4,0,10,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,E. Coli,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
453052,5327CP,42418,Streptococcus canis,Streptococcus,,,K9-X,1,0,4.3,39.6,0,2,1.015,7,0,0,0,0,0,0,0,5,0,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Streptococcus Canis,1 x 10^5,,,,,1,2,0,0,0,0,0,0,
453098,7095DI,43982,E. coli hemolytic,E. Coli,2,S,K9-C B RET,0,0,7.1,38.9,0,1,1.027,7,100,0,0,0,0,50,0,3.5,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,,0,0,1,3,0,0,0,0,
453108,6237CR,42573,E. coli hemolytic,E. Coli,4,S,K9-SAMOYED,0,0,10.1,35.5,1,3,1.016,7,75,0,0,0,0,50,0.1,5,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,>1 x 10^5,,,,,0,1,1,1,0,0,0,0,
453178,78436EM,43138,E. coli hemolytic,E. Coli,8,S,K9-LAB,1,1,14.6,35.9,0,3,1.016,7,25,0,0,0,0,250,0,5,0,100,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,0,Hemolytic E. Coli,1 x 10^5,,,,,1,0,1,1,0,0,0,0,
453773,4794CP,42414,E. coli non-hemolytic,E. Coli,>1,Invalid,K9-WH W TER,0,1,15.7,6,0,1,1.02,6,75,0,0,0,3,250,0.1,5,0,100,1,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,E. Coli,>1 x 10^5,,,,,0,0,0,0,0,0,0,0,
453966,2129CQ,42471,Staph intermedius group,Staphylococcus,<=0.25,,K9-NEWFNDLN,1,0,7.3,90,0,2,1.027,8,25,0,0,0,0,250,0,4,1,50,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,2,0,Staphylococcus Intermedius group,1 x 10^5,,,,,1,1,1,2,0,0,0,0,
454701,5394CR,42567,E. coli,E. Coli,4,S,K9-X,1,0,3.6,30.8,0,3,1.026,7,25,0,0,0,0,250,0,2,1,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,E. Coli,1 x 10^5,,,,,0,1,0,0,0,0,0,0,
454710,3014CQ,42475,Enterococcus faecalis,Enterococci,1,,K9-I WOLFHN,0,0,7.3,72,0,2,1.037,8,25,0,0,0,0,0,0,5,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,Enterococcus Faecalis,>1 x 10^5,,,,,0,0,0,0,0,0,0,0,
454742,464DE,43584,E. coli hemolytic,E. Coli,2,S,K9-PORTUGUESE WATER SPANIEL,0,1,2.6,19.7,0,1,1.029,7,25,0,0,0,3,10,0,4,1,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
454892,514DD,43509,Enterococcus faecalis,Enterococci,1,,K9-ROTT,0,0,5.9,39.8,0,2,1.042,8,0,0,0,0,0,250,0,5,1,20,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,2,0,0,Enterococcus Faecalis,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
455222,6847DH,43865,E. coli hemolytic,E. Coli,>8,R,K9-P W CORG,0,0,10,9.9,0,1,1.04,6,30,0,5,0,1,25,0,5,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,3,0,0,Hemolytic E. Coli,1 x 10^4,,,,,0,1,0,0,0,0,0,0,
455377,552CR,42531,Proteus mirabilis,Proteus,2,,K9-GSHP,0,0,2.7,18.8,0,1,1.024,8,0,0,0,0,0,0,0.1,4,1,10,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Proteus Mirabilis,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
455395,2242CZ,43202,E. coli hemolytic,E. Coli,1,S,K9-FR BULL,0,0,7.6,10.4,0,3,1.023,6,0,0,0,0,0,10,0,1,0,20,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,Hemolytic E. Coli,1 x 10^4,,,,,1,1,0,0,0,0,1,15,Nitroimidazole
455462,1744CL,42073,E. coli hemolytic,E. Coli,2,S,K9-LAB,0,0,11.3,42,0,1,1.023,8,25,0,0,0,0,10,0,5,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,,0,2,0,0,0,0,0,0,
455464,7165DK,44153,E. coli non-hemolytic,E. Coli,4,S,K9-X,1,0,2.6,47,0,3,1.039,7,100,0,5,0,0,25,0,5,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,E. Coli,>1 x 10^5,,,,,1,0,1,3,0,0,0,0,
456201,9350CT,42775,Proteus mirabilis,Proteus,1,,K9-LAB,0,0,13.9,40.6,0,1,1.035,8,75,0,0,0,0,250,0,5,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3,0,0,Proteus Mirabilis,1 x 10^4,,,,,0,1,0,0,0,0,0,0,
456233,163DL,44180,E. coli non-hemolytic,E. Coli,>8,R,K9-X,0,0,12.8,7.8,0,2,1.018,5,0,0,0,0,0,10,0,4,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,1,0,0,E. Coli,1 x 10^5,E. Coli (2nd type),1 x 10^5,E. Coli (3rd type),1 x 10^3,1,0,1,1,0,0,0,0,
456282,7944CS,42671,Proteus mirabilis,Proteus,1,,K9-PUG,0,0,10.1,8.4,0,3,1.013,8,0,0,0,0,0,10,0,3.5,1,50,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,Proteus Mirabilis,1 x 10^4,,,,,1,0,0,0,0,0,0,0,
456685,73795EM,42476,E. coli hemolytic,E. Coli,2,S,K9-MIN PIN,0,0,14.4,3.7,0,2,1.022,7,25,0,0,0,0,250,0,2,0,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,Hemolytic E. Coli,1 x 10^5,,,,,1,3,0,0,0,0,1,14,Nitroimidazole
456887,2655DL,44204,E. coli non-hemolytic,E. Coli,2,S,K9-X,0,0,8,35.1,0,1,1.012,7,15,0,0,0,0,250,0,1.8,0,10,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,E. Coli,1 x 10^4,,,,,0,0,0,0,0,0,0,0,
457334,708DK,44098,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-ROTT,1,0,4.6,44,0,3,1.026,6,100,0,0,0,0,150,0,4.5,1,10,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,,0,2,1,6,0,0,0,0,
457446,5436DH,43854,E. coli hemolytic,E. Coli,2,S,K9-LAB,1,0,0.7,33.4,0,3,1.009,5,100,0,0,0,0,250,0,3,0,20,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,Hemolytic E. Coli,1 x 10^5,,,,,0,3,0,0,0,0,0,0,
457543,3456DF,43678,Proteus mirabilis,Proteus,2,,K9-BASSET,0,0,13.4,28,0,3,1.047,7,75,0,0,0,0,250,0,5,1,100,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,Enterococcus Faecalis,1 x 10^5,Proteus Mirabilis,1 x 10^3,,,0,1,0,0,0,0,0,0,
457607,3318CS,42633,E. coli non-hemolytic,E. Coli,8,S,K9-ROTT,1,1,6.3,52.7,0,3,1.008,7,150,0,0,0,0,250,0,4.5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,E. Coli,>1 x 10^5,,,,,0,1,0,0,0,0,1,7,Nitroimidazole
458026,9DC,43422,E. coli non-hemolytic,E. Coli,4,S,K9-AUS SHEP,1,0,9.3,15.5,0,1,1.042,6,75,1000,5,0,1,250,0,4,1,100,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
458672,6826DC,43480,E. coli non-hemolytic,E. Coli,4,S,K9-X,0,1,0.3,8.3,0,2,1.043,7,25,0,0,0,0,250,0,5,0,50,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,E. Coli,1 x 10^5,,,,,0,1,0,0,0,0,1,10,Penicillin
458822,7892DC,43489,E. coli hemolytic,E. Coli,2,S,K9-GER SHEP,1,1,10.9,38,0,1,1.043,6,500,0,0,0,3,250,0,1.8,0,100,1,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,1,1,0,Hemolytic E. Coli,1 x 10^4,,,,,0,4,0,0,0,0,1,7,Nitroimidazole
458886,4945DC,43467,Mycoplasma Sp.,Mycoplasma,,,K9-X,1,0,9.6,8.3,0,1,1.014,8,75,0,0,0,0,250,0,4.5,0,50,1,100,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Mycoplasma,1 x 10^4,,,,,1,2,1,3,0,0,0,0,
